DAY,MONTH,ARSON,ASSAULT W/DANGEROUS WEAPON,BURGLARY,HOMICIDE,MOTOR VEHICLE THEFT,ROBBERY,SEX ABUSE,THEFT F/AUTO,THEFT/OTHER,Month,Year,Area,Civilian Labor Force,Employment,Unemployment,Unemployment Rate,State FIPS Code,Area FIPS Code
Wednesday,March,0.0,4.0,8.0,1.0,5.0,10.0,1.0,21.0,34.0,3,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,264,174","3,093,936","170,238",5.2,11.0,47900.0
Thursday,March,0.0,4.0,10.0,0.0,3.0,5.0,1.0,25.0,39.0,3,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,264,174","3,093,936","170,238",5.2,11.0,47900.0
Friday,March,0.0,4.0,8.0,0.0,7.0,3.0,0.0,30.0,37.0,3,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,264,174","3,093,936","170,238",5.2,11.0,47900.0
Saturday,March,0.0,9.0,4.0,0.0,8.0,7.0,1.0,30.0,44.0,3,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,264,174","3,093,936","170,238",5.2,11.0,47900.0
Sunday,March,0.0,10.0,7.0,0.0,7.0,10.0,0.0,23.0,39.0,3,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,264,174","3,093,936","170,238",5.2,11.0,47900.0
Monday,March,1.0,4.0,8.0,0.0,3.0,6.0,0.0,18.0,30.0,3,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,264,174","3,093,936","170,238",5.2,11.0,47900.0
Tuesday,March,0.0,5.0,2.0,0.0,9.0,3.0,1.0,24.0,31.0,3,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,264,174","3,093,936","170,238",5.2,11.0,47900.0
Wednesday,March,0.0,5.0,7.0,0.0,3.0,6.0,0.0,20.0,27.0,3,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,264,174","3,093,936","170,238",5.2,11.0,47900.0
Thursday,March,0.0,2.0,9.0,1.0,4.0,6.0,0.0,12.0,24.0,3,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,264,174","3,093,936","170,238",5.2,11.0,47900.0
Friday,March,0.0,8.0,12.0,1.0,5.0,7.0,2.0,31.0,24.0,3,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,264,174","3,093,936","170,238",5.2,11.0,47900.0
Saturday,March,0.0,5.0,6.0,1.0,10.0,5.0,3.0,31.0,34.0,3,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,264,174","3,093,936","170,238",5.2,11.0,47900.0
Sunday,March,0.0,12.0,4.0,0.0,2.0,5.0,3.0,26.0,27.0,3,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,264,174","3,093,936","170,238",5.2,11.0,47900.0
Monday,March,0.0,3.0,3.0,0.0,6.0,5.0,1.0,8.0,31.0,3,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,264,174","3,093,936","170,238",5.2,11.0,47900.0
Tuesday,March,0.0,6.0,5.0,0.0,13.0,7.0,0.0,26.0,23.0,3,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,264,174","3,093,936","170,238",5.2,11.0,47900.0
Wednesday,March,0.0,5.0,8.0,0.0,2.0,4.0,1.0,23.0,33.0,3,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,264,174","3,093,936","170,238",5.2,11.0,47900.0
Thursday,March,0.0,4.0,10.0,0.0,9.0,5.0,0.0,16.0,37.0,3,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,264,174","3,093,936","170,238",5.2,11.0,47900.0
Friday,March,0.0,5.0,11.0,0.0,6.0,6.0,1.0,37.0,39.0,3,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,264,174","3,093,936","170,238",5.2,11.0,47900.0
Saturday,March,1.0,6.0,4.0,0.0,5.0,9.0,1.0,32.0,37.0,3,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,264,174","3,093,936","170,238",5.2,11.0,47900.0
Sunday,March,0.0,6.0,4.0,0.0,8.0,11.0,0.0,17.0,30.0,3,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,264,174","3,093,936","170,238",5.2,11.0,47900.0
Monday,March,0.0,6.0,12.0,0.0,7.0,6.0,1.0,23.0,28.0,3,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,264,174","3,093,936","170,238",5.2,11.0,47900.0
Tuesday,March,0.0,4.0,4.0,0.0,5.0,7.0,0.0,21.0,29.0,3,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,264,174","3,093,936","170,238",5.2,11.0,47900.0
Wednesday,March,0.0,7.0,10.0,0.0,5.0,7.0,1.0,19.0,25.0,3,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,264,174","3,093,936","170,238",5.2,11.0,47900.0
Thursday,March,0.0,7.0,8.0,0.0,1.0,6.0,0.0,27.0,46.0,3,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,264,174","3,093,936","170,238",5.2,11.0,47900.0
Friday,March,0.0,6.0,7.0,0.0,10.0,6.0,1.0,36.0,32.0,3,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,264,174","3,093,936","170,238",5.2,11.0,47900.0
Saturday,March,0.0,6.0,3.0,1.0,15.0,8.0,2.0,32.0,24.0,3,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,264,174","3,093,936","170,238",5.2,11.0,47900.0
Sunday,March,0.0,7.0,2.0,0.0,4.0,6.0,1.0,27.0,14.0,3,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,264,174","3,093,936","170,238",5.2,11.0,47900.0
Monday,March,0.0,9.0,11.0,1.0,4.0,3.0,1.0,19.0,28.0,3,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,264,174","3,093,936","170,238",5.2,11.0,47900.0
Tuesday,April,0.0,6.0,6.0,0.0,6.0,8.0,2.0,26.0,32.0,4,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,264,139","3,095,565","168,574",5.2,11.0,47900.0
Wednesday,April,0.0,5.0,8.0,0.0,4.0,15.0,2.0,22.0,26.0,4,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,264,139","3,095,565","168,574",5.2,11.0,47900.0
Thursday,April,0.0,10.0,3.0,0.0,6.0,4.0,1.0,19.0,34.0,4,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,264,139","3,095,565","168,574",5.2,11.0,47900.0
Friday,April,0.0,5.0,11.0,0.0,5.0,7.0,1.0,25.0,44.0,4,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,264,139","3,095,565","168,574",5.2,11.0,47900.0
Saturday,April,0.0,5.0,11.0,0.0,9.0,6.0,0.0,39.0,40.0,4,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,264,139","3,095,565","168,574",5.2,11.0,47900.0
Sunday,April,0.0,11.0,5.0,0.0,15.0,5.0,2.0,29.0,26.0,4,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,264,139","3,095,565","168,574",5.2,11.0,47900.0
Monday,April,0.0,10.0,14.0,0.0,6.0,5.0,0.0,21.0,28.0,4,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,264,139","3,095,565","168,574",5.2,11.0,47900.0
Tuesday,April,0.0,5.0,6.0,1.0,5.0,9.0,0.0,30.0,32.0,4,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,264,139","3,095,565","168,574",5.2,11.0,47900.0
Wednesday,April,0.0,5.0,6.0,0.0,1.0,5.0,0.0,22.0,51.0,4,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,264,139","3,095,565","168,574",5.2,11.0,47900.0
Thursday,April,1.0,6.0,11.0,1.0,2.0,8.0,1.0,24.0,42.0,4,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,264,139","3,095,565","168,574",5.2,11.0,47900.0
Friday,April,0.0,10.0,9.0,0.0,5.0,5.0,1.0,33.0,47.0,4,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,264,139","3,095,565","168,574",5.2,11.0,47900.0
Saturday,April,2.0,8.0,6.0,0.0,13.0,7.0,2.0,28.0,22.0,4,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,264,139","3,095,565","168,574",5.2,11.0,47900.0
Sunday,April,0.0,10.0,9.0,0.0,4.0,7.0,4.0,23.0,31.0,4,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,264,139","3,095,565","168,574",5.2,11.0,47900.0
Monday,April,0.0,9.0,7.0,0.0,5.0,9.0,0.0,16.0,44.0,4,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,264,139","3,095,565","168,574",5.2,11.0,47900.0
Tuesday,April,0.0,1.0,11.0,0.0,7.0,9.0,0.0,30.0,33.0,4,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,264,139","3,095,565","168,574",5.2,11.0,47900.0
Wednesday,April,0.0,9.0,11.0,0.0,6.0,3.0,0.0,22.0,38.0,4,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,264,139","3,095,565","168,574",5.2,11.0,47900.0
Thursday,April,0.0,8.0,7.0,0.0,10.0,5.0,0.0,21.0,42.0,4,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,264,139","3,095,565","168,574",5.2,11.0,47900.0
Friday,April,0.0,8.0,8.0,0.0,8.0,6.0,0.0,31.0,41.0,4,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,264,139","3,095,565","168,574",5.2,11.0,47900.0
Saturday,April,0.0,8.0,4.0,1.0,12.0,7.0,0.0,30.0,39.0,4,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,264,139","3,095,565","168,574",5.2,11.0,47900.0
Sunday,April,0.0,5.0,4.0,0.0,10.0,9.0,0.0,24.0,28.0,4,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,264,139","3,095,565","168,574",5.2,11.0,47900.0
Monday,April,0.0,9.0,7.0,0.0,6.0,8.0,2.0,30.0,44.0,4,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,264,139","3,095,565","168,574",5.2,11.0,47900.0
Tuesday,April,0.0,8.0,12.0,0.0,8.0,3.0,0.0,31.0,38.0,4,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,264,139","3,095,565","168,574",5.2,11.0,47900.0
Wednesday,April,0.0,5.0,5.0,0.0,5.0,10.0,1.0,34.0,33.0,4,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,264,139","3,095,565","168,574",5.2,11.0,47900.0
Thursday,April,0.0,9.0,7.0,1.0,7.0,4.0,1.0,19.0,36.0,4,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,264,139","3,095,565","168,574",5.2,11.0,47900.0
Friday,April,0.0,8.0,7.0,1.0,13.0,11.0,0.0,38.0,38.0,4,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,264,139","3,095,565","168,574",5.2,11.0,47900.0
Saturday,April,0.0,2.0,5.0,0.0,7.0,7.0,0.0,39.0,42.0,4,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,264,139","3,095,565","168,574",5.2,11.0,47900.0
Sunday,April,0.0,7.0,3.0,0.0,3.0,11.0,0.0,44.0,33.0,4,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,264,139","3,095,565","168,574",5.2,11.0,47900.0
Monday,April,0.0,6.0,5.0,0.0,8.0,8.0,2.0,23.0,30.0,4,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,264,139","3,095,565","168,574",5.2,11.0,47900.0
Tuesday,April,0.0,3.0,6.0,0.0,7.0,11.0,0.0,29.0,19.0,4,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,264,139","3,095,565","168,574",5.2,11.0,47900.0
Wednesday,April,0.0,3.0,7.0,0.0,7.0,6.0,0.0,27.0,30.0,4,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,264,139","3,095,565","168,574",5.2,11.0,47900.0
Thursday,May,0.0,5.0,6.0,1.0,6.0,8.0,1.0,17.0,39.0,5,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,268,502","3,100,955","167,547",5.1,11.0,47900.0
Friday,May,0.0,7.0,7.0,0.0,7.0,5.0,1.0,33.0,45.0,5,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,268,502","3,100,955","167,547",5.1,11.0,47900.0
Saturday,May,0.0,7.0,7.0,0.0,10.0,10.0,2.0,31.0,32.0,5,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,268,502","3,100,955","167,547",5.1,11.0,47900.0
Sunday,May,0.0,4.0,4.0,0.0,9.0,7.0,1.0,28.0,35.0,5,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,268,502","3,100,955","167,547",5.1,11.0,47900.0
Monday,May,0.0,5.0,5.0,0.0,7.0,12.0,3.0,35.0,42.0,5,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,268,502","3,100,955","167,547",5.1,11.0,47900.0
Tuesday,May,0.0,7.0,7.0,1.0,5.0,12.0,0.0,34.0,33.0,5,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,268,502","3,100,955","167,547",5.1,11.0,47900.0
Wednesday,May,0.0,3.0,5.0,1.0,6.0,11.0,2.0,30.0,32.0,5,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,268,502","3,100,955","167,547",5.1,11.0,47900.0
Thursday,May,0.0,3.0,9.0,0.0,3.0,4.0,1.0,15.0,40.0,5,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,268,502","3,100,955","167,547",5.1,11.0,47900.0
Friday,May,0.0,5.0,5.0,0.0,13.0,11.0,1.0,35.0,43.0,5,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,268,502","3,100,955","167,547",5.1,11.0,47900.0
Saturday,May,1.0,12.0,5.0,0.0,7.0,10.0,2.0,43.0,37.0,5,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,268,502","3,100,955","167,547",5.1,11.0,47900.0
Sunday,May,0.0,6.0,4.0,0.0,9.0,8.0,2.0,26.0,29.0,5,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,268,502","3,100,955","167,547",5.1,11.0,47900.0
Monday,May,0.0,7.0,10.0,0.0,4.0,4.0,0.0,25.0,39.0,5,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,268,502","3,100,955","167,547",5.1,11.0,47900.0
Tuesday,May,0.0,6.0,12.0,1.0,7.0,10.0,1.0,21.0,37.0,5,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,268,502","3,100,955","167,547",5.1,11.0,47900.0
Wednesday,May,0.0,8.0,6.0,1.0,4.0,4.0,0.0,25.0,44.0,5,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,268,502","3,100,955","167,547",5.1,11.0,47900.0
Thursday,May,0.0,5.0,11.0,0.0,5.0,7.0,1.0,29.0,49.0,5,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,268,502","3,100,955","167,547",5.1,11.0,47900.0
Friday,May,0.0,3.0,7.0,0.0,9.0,5.0,0.0,30.0,38.0,5,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,268,502","3,100,955","167,547",5.1,11.0,47900.0
Saturday,May,0.0,9.0,12.0,1.0,15.0,10.0,0.0,42.0,46.0,5,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,268,502","3,100,955","167,547",5.1,11.0,47900.0
Sunday,May,0.0,10.0,4.0,0.0,4.0,7.0,0.0,48.0,40.0,5,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,268,502","3,100,955","167,547",5.1,11.0,47900.0
Monday,May,0.0,8.0,7.0,2.0,12.0,7.0,0.0,31.0,60.0,5,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,268,502","3,100,955","167,547",5.1,11.0,47900.0
Tuesday,May,0.0,11.0,17.0,0.0,9.0,4.0,1.0,27.0,44.0,5,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,268,502","3,100,955","167,547",5.1,11.0,47900.0
Wednesday,May,0.0,7.0,13.0,0.0,1.0,8.0,2.0,28.0,52.0,5,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,268,502","3,100,955","167,547",5.1,11.0,47900.0
Thursday,May,0.0,5.0,13.0,0.0,4.0,9.0,2.0,25.0,45.0,5,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,268,502","3,100,955","167,547",5.1,11.0,47900.0
Friday,May,0.0,4.0,10.0,0.0,10.0,9.0,0.0,35.0,48.0,5,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,268,502","3,100,955","167,547",5.1,11.0,47900.0
Saturday,May,0.0,10.0,15.0,1.0,7.0,7.0,3.0,32.0,52.0,5,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,268,502","3,100,955","167,547",5.1,11.0,47900.0
Sunday,May,0.0,10.0,4.0,0.0,9.0,8.0,0.0,42.0,38.0,5,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,268,502","3,100,955","167,547",5.1,11.0,47900.0
Monday,May,0.0,6.0,8.0,0.0,7.0,15.0,0.0,31.0,35.0,5,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,268,502","3,100,955","167,547",5.1,11.0,47900.0
Tuesday,May,0.0,5.0,8.0,0.0,8.0,8.0,2.0,40.0,48.0,5,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,268,502","3,100,955","167,547",5.1,11.0,47900.0
Wednesday,May,0.0,9.0,7.0,0.0,9.0,10.0,1.0,34.0,44.0,5,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,268,502","3,100,955","167,547",5.1,11.0,47900.0
Thursday,May,0.0,3.0,18.0,0.0,11.0,7.0,1.0,41.0,29.0,5,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,268,502","3,100,955","167,547",5.1,11.0,47900.0
Friday,May,0.0,9.0,10.0,1.0,9.0,8.0,0.0,28.0,40.0,5,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,268,502","3,100,955","167,547",5.1,11.0,47900.0
Saturday,May,0.0,8.0,5.0,0.0,9.0,7.0,0.0,32.0,45.0,5,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,268,502","3,100,955","167,547",5.1,11.0,47900.0
Sunday,June,0.0,10.0,5.0,0.0,12.0,16.0,4.0,21.0,35.0,6,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,273,053","3,105,381","167,672",5.1,11.0,47900.0
Monday,June,0.0,9.0,10.0,0.0,7.0,8.0,0.0,15.0,36.0,6,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,273,053","3,105,381","167,672",5.1,11.0,47900.0
Tuesday,June,0.0,6.0,10.0,1.0,10.0,6.0,2.0,18.0,39.0,6,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,273,053","3,105,381","167,672",5.1,11.0,47900.0
Wednesday,June,1.0,12.0,10.0,0.0,6.0,10.0,1.0,34.0,37.0,6,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,273,053","3,105,381","167,672",5.1,11.0,47900.0
Thursday,June,0.0,7.0,8.0,0.0,5.0,9.0,0.0,26.0,41.0,6,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,273,053","3,105,381","167,672",5.1,11.0,47900.0
Friday,June,0.0,5.0,12.0,0.0,11.0,12.0,2.0,34.0,56.0,6,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,273,053","3,105,381","167,672",5.1,11.0,47900.0
Saturday,June,0.0,18.0,9.0,0.0,7.0,10.0,1.0,37.0,54.0,6,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,273,053","3,105,381","167,672",5.1,11.0,47900.0
Sunday,June,0.0,5.0,8.0,0.0,8.0,9.0,0.0,36.0,38.0,6,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,273,053","3,105,381","167,672",5.1,11.0,47900.0
Monday,June,0.0,3.0,10.0,0.0,9.0,6.0,1.0,22.0,50.0,6,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,273,053","3,105,381","167,672",5.1,11.0,47900.0
Tuesday,June,0.0,5.0,6.0,0.0,6.0,15.0,2.0,20.0,44.0,6,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,273,053","3,105,381","167,672",5.1,11.0,47900.0
Wednesday,June,0.0,5.0,18.0,1.0,10.0,11.0,1.0,36.0,54.0,6,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,273,053","3,105,381","167,672",5.1,11.0,47900.0
Thursday,June,0.0,10.0,13.0,1.0,7.0,10.0,3.0,33.0,48.0,6,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,273,053","3,105,381","167,672",5.1,11.0,47900.0
Friday,June,0.0,5.0,11.0,0.0,10.0,5.0,2.0,33.0,47.0,6,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,273,053","3,105,381","167,672",5.1,11.0,47900.0
Saturday,June,0.0,8.0,7.0,0.0,2.0,7.0,0.0,22.0,54.0,6,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,273,053","3,105,381","167,672",5.1,11.0,47900.0
Sunday,June,0.0,14.0,4.0,1.0,10.0,6.0,0.0,24.0,50.0,6,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,273,053","3,105,381","167,672",5.1,11.0,47900.0
Monday,June,0.0,6.0,7.0,1.0,10.0,7.0,1.0,27.0,48.0,6,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,273,053","3,105,381","167,672",5.1,11.0,47900.0
Tuesday,June,0.0,2.0,6.0,0.0,10.0,10.0,0.0,33.0,38.0,6,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,273,053","3,105,381","167,672",5.1,11.0,47900.0
Wednesday,June,0.0,8.0,12.0,0.0,15.0,11.0,1.0,26.0,58.0,6,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,273,053","3,105,381","167,672",5.1,11.0,47900.0
Thursday,June,0.0,6.0,11.0,0.0,12.0,10.0,1.0,20.0,55.0,6,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,273,053","3,105,381","167,672",5.1,11.0,47900.0
Friday,June,0.0,8.0,19.0,0.0,3.0,18.0,1.0,35.0,51.0,6,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,273,053","3,105,381","167,672",5.1,11.0,47900.0
Saturday,June,0.0,9.0,7.0,1.0,8.0,5.0,1.0,37.0,52.0,6,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,273,053","3,105,381","167,672",5.1,11.0,47900.0
Sunday,June,0.0,11.0,8.0,0.0,9.0,14.0,1.0,20.0,54.0,6,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,273,053","3,105,381","167,672",5.1,11.0,47900.0
Monday,June,0.0,5.0,9.0,0.0,12.0,10.0,0.0,25.0,50.0,6,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,273,053","3,105,381","167,672",5.1,11.0,47900.0
Tuesday,June,0.0,6.0,10.0,1.0,9.0,10.0,0.0,26.0,38.0,6,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,273,053","3,105,381","167,672",5.1,11.0,47900.0
Wednesday,June,0.0,4.0,8.0,0.0,8.0,3.0,0.0,23.0,43.0,6,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,273,053","3,105,381","167,672",5.1,11.0,47900.0
Thursday,June,0.0,6.0,7.0,0.0,20.0,13.0,0.0,35.0,47.0,6,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,273,053","3,105,381","167,672",5.1,11.0,47900.0
Friday,June,0.0,8.0,5.0,2.0,15.0,12.0,0.0,33.0,56.0,6,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,273,053","3,105,381","167,672",5.1,11.0,47900.0
Saturday,June,0.0,12.0,9.0,1.0,9.0,8.0,3.0,32.0,39.0,6,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,273,053","3,105,381","167,672",5.1,11.0,47900.0
Sunday,June,0.0,6.0,1.0,1.0,10.0,9.0,2.0,31.0,47.0,6,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,273,053","3,105,381","167,672",5.1,11.0,47900.0
Monday,June,0.0,6.0,8.0,1.0,8.0,5.0,1.0,23.0,53.0,6,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,273,053","3,105,381","167,672",5.1,11.0,47900.0
Tuesday,July,0.0,8.0,9.0,0.0,6.0,15.0,3.0,21.0,54.0,7,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,273,838","3,104,596","169,242",5.2,11.0,47900.0
Wednesday,July,0.0,6.0,9.0,0.0,6.0,4.0,0.0,27.0,27.0,7,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,273,838","3,104,596","169,242",5.2,11.0,47900.0
Thursday,July,0.0,6.0,11.0,0.0,9.0,20.0,1.0,34.0,44.0,7,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,273,838","3,104,596","169,242",5.2,11.0,47900.0
Friday,July,0.0,12.0,7.0,1.0,16.0,7.0,0.0,28.0,54.0,7,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,273,838","3,104,596","169,242",5.2,11.0,47900.0
Saturday,July,0.0,14.0,4.0,0.0,10.0,6.0,1.0,22.0,45.0,7,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,273,838","3,104,596","169,242",5.2,11.0,47900.0
Sunday,July,0.0,10.0,3.0,3.0,16.0,8.0,4.0,30.0,51.0,7,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,273,838","3,104,596","169,242",5.2,11.0,47900.0
Monday,July,0.0,7.0,7.0,0.0,12.0,7.0,1.0,28.0,52.0,7,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,273,838","3,104,596","169,242",5.2,11.0,47900.0
Tuesday,July,0.0,10.0,8.0,0.0,9.0,10.0,2.0,27.0,44.0,7,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,273,838","3,104,596","169,242",5.2,11.0,47900.0
Wednesday,July,0.0,1.0,3.0,0.0,9.0,7.0,0.0,35.0,48.0,7,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,273,838","3,104,596","169,242",5.2,11.0,47900.0
Thursday,July,0.0,6.0,10.0,0.0,9.0,4.0,0.0,32.0,52.0,7,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,273,838","3,104,596","169,242",5.2,11.0,47900.0
