DAY,MONTH,ARSON,ASSAULT W/DANGEROUS WEAPON,BURGLARY,HOMICIDE,MOTOR VEHICLE THEFT,ROBBERY,SEX ABUSE,THEFT F/AUTO,THEFT/OTHER,Month,Year,Area,Civilian Labor Force,Employment,Unemployment,Unemployment Rate,State FIPS Code,Area FIPS Code
Friday,November,0.0,6.0,12.0,0.0,11.0,13.0,0.0,28.0,26.0,11,2012,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,257,428","3,074,150","183,278",5.6,11.0,47900.0
Saturday,November,0.0,10.0,11.0,0.0,6.0,13.0,0.0,42.0,21.0,11,2012,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,257,428","3,074,150","183,278",5.6,11.0,47900.0
Sunday,November,0.0,5.0,2.0,0.0,8.0,8.0,1.0,24.0,33.0,11,2012,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,257,428","3,074,150","183,278",5.6,11.0,47900.0
Monday,November,0.0,7.0,17.0,0.0,10.0,15.0,1.0,25.0,35.0,11,2012,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,257,428","3,074,150","183,278",5.6,11.0,47900.0
Tuesday,November,0.0,3.0,12.0,0.0,5.0,17.0,0.0,31.0,30.0,11,2012,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,257,428","3,074,150","183,278",5.6,11.0,47900.0
Wednesday,November,0.0,5.0,9.0,0.0,6.0,17.0,0.0,17.0,37.0,11,2012,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,257,428","3,074,150","183,278",5.6,11.0,47900.0
Thursday,November,0.0,2.0,15.0,0.0,3.0,5.0,0.0,18.0,32.0,11,2012,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,257,428","3,074,150","183,278",5.6,11.0,47900.0
Friday,November,1.0,3.0,15.0,0.0,10.0,6.0,0.0,30.0,46.0,11,2012,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,257,428","3,074,150","183,278",5.6,11.0,47900.0
Saturday,December,0.0,13.0,8.0,0.0,4.0,20.0,1.0,30.0,40.0,12,2012,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,257,736","3,072,297","185,439",5.7,11.0,47900.0
Sunday,December,0.0,5.0,5.0,0.0,7.0,5.0,0.0,26.0,23.0,12,2012,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,257,736","3,072,297","185,439",5.7,11.0,47900.0
Monday,December,0.0,4.0,12.0,0.0,5.0,12.0,0.0,19.0,27.0,12,2012,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,257,736","3,072,297","185,439",5.7,11.0,47900.0
Tuesday,December,0.0,11.0,5.0,0.0,3.0,23.0,3.0,26.0,45.0,12,2012,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,257,736","3,072,297","185,439",5.7,11.0,47900.0
Wednesday,December,0.0,3.0,13.0,0.0,11.0,18.0,0.0,35.0,33.0,12,2012,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,257,736","3,072,297","185,439",5.7,11.0,47900.0
Thursday,December,1.0,4.0,12.0,1.0,6.0,5.0,0.0,21.0,30.0,12,2012,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,257,736","3,072,297","185,439",5.7,11.0,47900.0
Friday,December,0.0,9.0,16.0,0.0,12.0,8.0,0.0,38.0,35.0,12,2012,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,257,736","3,072,297","185,439",5.7,11.0,47900.0
Saturday,December,0.0,4.0,6.0,0.0,20.0,6.0,4.0,29.0,46.0,12,2012,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,257,736","3,072,297","185,439",5.7,11.0,47900.0
Sunday,December,0.0,7.0,9.0,1.0,8.0,17.0,0.0,35.0,20.0,12,2012,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,257,736","3,072,297","185,439",5.7,11.0,47900.0
Monday,December,0.0,2.0,12.0,0.0,7.0,25.0,1.0,42.0,32.0,12,2012,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,257,736","3,072,297","185,439",5.7,11.0,47900.0
Tuesday,December,0.0,7.0,11.0,0.0,9.0,10.0,0.0,22.0,29.0,12,2012,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,257,736","3,072,297","185,439",5.7,11.0,47900.0
Wednesday,December,0.0,7.0,14.0,0.0,5.0,14.0,0.0,20.0,33.0,12,2012,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,257,736","3,072,297","185,439",5.7,11.0,47900.0
Thursday,December,0.0,6.0,14.0,0.0,8.0,13.0,1.0,29.0,34.0,12,2012,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,257,736","3,072,297","185,439",5.7,11.0,47900.0
Friday,December,0.0,6.0,15.0,0.0,11.0,17.0,0.0,33.0,44.0,12,2012,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,257,736","3,072,297","185,439",5.7,11.0,47900.0
Saturday,December,1.0,9.0,7.0,0.0,13.0,17.0,1.0,44.0,46.0,12,2012,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,257,736","3,072,297","185,439",5.7,11.0,47900.0
Sunday,December,0.0,13.0,2.0,1.0,8.0,13.0,0.0,31.0,35.0,12,2012,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,257,736","3,072,297","185,439",5.7,11.0,47900.0
Monday,December,0.0,4.0,19.0,1.0,10.0,15.0,0.0,27.0,38.0,12,2012,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,257,736","3,072,297","185,439",5.7,11.0,47900.0
Tuesday,December,0.0,3.0,16.0,0.0,9.0,20.0,0.0,20.0,35.0,12,2012,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,257,736","3,072,297","185,439",5.7,11.0,47900.0
Wednesday,December,0.0,7.0,13.0,0.0,6.0,12.0,0.0,26.0,39.0,12,2012,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,257,736","3,072,297","185,439",5.7,11.0,47900.0
Thursday,December,0.0,6.0,12.0,1.0,5.0,17.0,0.0,34.0,48.0,12,2012,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,257,736","3,072,297","185,439",5.7,11.0,47900.0
