date,Month,Year,Area,Civilian Labor Force,Employment,Unemployment,Unemployment Rate,State FIPS Code,Area FIPS Code,DAY,MONTH,ARSON,ASSAULT W/DANGEROUS WEAPON,BURGLARY,HOMICIDE,MOTOR VEHICLE THEFT,ROBBERY,SEX ABUSE,THEFT F/AUTO,THEFT/OTHER,TOTAL,PRCP,SNOW,SNWD,TMAX,TMIN,TOBS,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,April,August,December,February,January,July,June,March,May,November,October,September,Holiday,Public
2012-05-22,5,2012,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,227,989","3,039,459","188,530",5.8,11.0,47900.0,Tuesday,May,0.0,7.0,12.0,1.0,5.0,14.0,0.0,29.0,25.0,93.0,0.0,0.0,0.0,24.4,17.8,18.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,True
2012-05-23,5,2012,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,227,989","3,039,459","188,530",5.8,11.0,47900.0,Wednesday,May,1.0,7.0,11.0,0.0,8.0,7.0,1.0,30.0,37.0,102.0,1.3,0.0,0.0,26.7,18.3,22.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,,True
2012-05-24,5,2012,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,227,989","3,039,459","188,530",5.8,11.0,47900.0,Thursday,May,0.0,4.0,15.0,0.0,7.0,11.0,1.0,24.0,27.0,89.0,0.8,0.0,0.0,27.2,18.3,22.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,True
2012-05-25,5,2012,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,227,989","3,039,459","188,530",5.8,11.0,47900.0,Friday,May,0.0,5.0,19.0,0.0,10.0,9.0,1.0,27.0,44.0,115.0,0.5,0.0,0.0,28.9,20.6,23.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,True
2012-05-26,5,2012,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,227,989","3,039,459","188,530",5.8,11.0,47900.0,Saturday,May,0.0,12.0,15.0,0.0,11.0,11.0,2.0,29.0,28.0,108.0,0.0,0.0,0.0,32.2,17.8,22.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,True
2012-05-27,5,2012,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,227,989","3,039,459","188,530",5.8,11.0,47900.0,Sunday,May,0.0,9.0,1.0,0.0,9.0,11.0,1.0,20.0,23.0,74.0,0.0,0.0,0.0,32.2,20.0,22.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,True
2012-05-28,5,2012,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,227,989","3,039,459","188,530",5.8,11.0,47900.0,Monday,May,0.0,7.0,7.0,0.0,8.0,9.0,1.0,23.0,42.0,97.0,3.0,0.0,0.0,32.8,20.6,23.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Memorial Day,False
2012-05-29,5,2012,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,227,989","3,039,459","188,530",5.8,11.0,47900.0,Tuesday,May,0.0,5.0,27.0,0.0,8.0,14.0,0.0,12.0,32.0,98.0,0.0,0.0,0.0,33.9,23.3,25.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,True
2012-05-30,5,2012,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,227,989","3,039,459","188,530",5.8,11.0,47900.0,Wednesday,May,0.0,8.0,9.0,0.0,3.0,9.0,0.0,27.0,35.0,91.0,11.7,0.0,0.0,32.8,19.4,20.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,,True
2012-05-31,5,2012,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,227,989","3,039,459","188,530",5.8,11.0,47900.0,Thursday,May,0.0,9.0,13.0,1.0,7.0,4.0,1.0,21.0,49.0,105.0,0.0,0.0,0.0,29.4,19.4,22.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,True
2012-06-01,6,2012,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,234,432","3,045,291","189,141",5.8,11.0,47900.0,Friday,June,0.0,3.0,13.0,0.0,7.0,12.0,2.0,36.0,46.0,119.0,0.0,0.0,0.0,30.0,18.9,21.7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,True
2012-06-02,6,2012,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,234,432","3,045,291","189,141",5.8,11.0,47900.0,Saturday,June,0.0,9.0,9.0,1.0,7.0,11.0,0.0,28.0,35.0,100.0,41.9,0.0,0.0,27.2,10.6,17.8,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,True
2012-06-03,6,2012,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,234,432","3,045,291","189,141",5.8,11.0,47900.0,Sunday,June,0.0,8.0,9.0,1.0,9.0,10.0,1.0,25.0,21.0,84.0,0.0,0.0,0.0,23.9,12.8,18.9,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,True
2012-06-04,6,2012,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,234,432","3,045,291","189,141",5.8,11.0,47900.0,Monday,June,1.0,3.0,7.0,2.0,4.0,10.0,1.0,37.0,36.0,101.0,0.0,0.0,0.0,27.2,15.0,20.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,True
2012-06-05,6,2012,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,234,432","3,045,291","189,141",5.8,11.0,47900.0,Tuesday,June,0.0,6.0,9.0,0.0,4.0,5.0,1.0,28.0,39.0,92.0,0.0,0.0,0.0,23.9,14.4,15.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,True
2012-06-06,6,2012,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,234,432","3,045,291","189,141",5.8,11.0,47900.0,Wednesday,June,0.0,2.0,10.0,0.0,6.0,11.0,2.0,21.0,38.0,90.0,0.0,0.0,0.0,21.7,11.7,18.9,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,,True
2012-06-07,6,2012,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,234,432","3,045,291","189,141",5.8,11.0,47900.0,Thursday,June,0.0,9.0,14.0,0.0,4.0,12.0,0.0,31.0,46.0,116.0,0.0,0.0,0.0,24.4,13.3,18.3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,True
2012-06-08,6,2012,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,234,432","3,045,291","189,141",5.8,11.0,47900.0,Friday,June,0.0,10.0,14.0,0.0,12.0,11.0,1.0,27.0,40.0,115.0,0.0,0.0,0.0,27.8,13.9,20.6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,True
2012-06-09,6,2012,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,234,432","3,045,291","189,141",5.8,11.0,47900.0,Saturday,June,1.0,11.0,8.0,0.0,3.0,11.0,0.0,34.0,25.0,93.0,0.0,0.0,0.0,30.6,15.0,26.1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,True
2012-06-10,6,2012,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,234,432","3,045,291","189,141",5.8,11.0,47900.0,Sunday,June,0.0,7.0,7.0,0.0,5.0,12.0,0.0,20.0,33.0,84.0,0.0,0.0,0.0,33.3,17.2,27.2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,True
2012-06-11,6,2012,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,234,432","3,045,291","189,141",5.8,11.0,47900.0,Monday,June,0.0,7.0,11.0,1.0,4.0,10.0,0.0,21.0,42.0,96.0,0.0,0.0,0.0,34.4,20.0,25.6,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,True
2012-06-12,6,2012,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,234,432","3,045,291","189,141",5.8,11.0,47900.0,Tuesday,June,0.0,3.0,8.0,0.0,6.0,7.0,1.0,25.0,36.0,86.0,2.8,0.0,0.0,32.2,20.0,21.1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,True
2012-06-13,6,2012,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,234,432","3,045,291","189,141",5.8,11.0,47900.0,Wednesday,June,0.0,12.0,7.0,0.0,5.0,12.0,2.0,35.0,30.0,103.0,3.6,0.0,0.0,25.6,20.6,21.7,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,,True
2012-06-14,6,2012,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,234,432","3,045,291","189,141",5.8,11.0,47900.0,Thursday,June,0.0,7.0,17.0,1.0,7.0,17.0,1.0,23.0,40.0,113.0,0.0,0.0,0.0,27.8,18.9,19.4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,True
2012-06-15,6,2012,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,234,432","3,045,291","189,141",5.8,11.0,47900.0,Friday,June,0.0,8.0,22.0,0.0,6.0,11.0,2.0,25.0,52.0,126.0,0.0,0.0,0.0,28.3,16.1,21.1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,True
2012-06-16,6,2012,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,234,432","3,045,291","189,141",5.8,11.0,47900.0,Saturday,June,0.0,9.0,8.0,0.0,7.0,15.0,1.0,25.0,44.0,109.0,0.0,0.0,0.0,28.3,16.1,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,True
2012-06-17,6,2012,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,234,432","3,045,291","189,141",5.8,11.0,47900.0,Sunday,June,0.0,10.0,6.0,0.0,8.0,16.0,2.0,29.0,27.0,98.0,0.0,0.0,0.0,28.3,13.3,18.3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,True
2012-06-18,6,2012,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,234,432","3,045,291","189,141",5.8,11.0,47900.0,Monday,June,0.0,7.0,13.0,0.0,5.0,13.0,0.0,18.0,31.0,87.0,4.1,0.0,0.0,25.6,16.1,16.7,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,True
2012-06-19,6,2012,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,234,432","3,045,291","189,141",5.8,11.0,47900.0,Tuesday,June,0.0,6.0,12.0,0.0,8.0,14.0,1.0,19.0,43.0,103.0,1.5,0.0,0.0,21.7,16.7,21.1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,True
2012-06-20,6,2012,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,234,432","3,045,291","189,141",5.8,11.0,47900.0,Wednesday,June,0.0,9.0,13.0,1.0,11.0,4.0,0.0,12.0,38.0,88.0,0.0,0.0,0.0,32.8,21.1,27.2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,,True
2012-06-21,6,2012,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,234,432","3,045,291","189,141",5.8,11.0,47900.0,Thursday,June,0.0,5.0,6.0,0.0,9.0,13.0,0.0,23.0,34.0,90.0,0.0,0.0,0.0,36.7,23.3,29.4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,True
2012-06-22,6,2012,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,234,432","3,045,291","189,141",5.8,11.0,47900.0,Friday,June,0.0,10.0,15.0,0.0,7.0,10.0,1.0,22.0,30.0,95.0,0.0,0.0,0.0,37.2,26.7,29.4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,True
2012-06-23,6,2012,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,234,432","3,045,291","189,141",5.8,11.0,47900.0,Saturday,June,0.0,4.0,10.0,1.0,10.0,13.0,0.0,22.0,36.0,96.0,2.0,0.0,0.0,38.3,20.0,23.9,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,True
2012-06-24,6,2012,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,234,432","3,045,291","189,141",5.8,11.0,47900.0,Sunday,June,0.0,8.0,2.0,0.0,9.0,13.0,2.0,35.0,28.0,97.0,0.0,0.0,0.0,34.4,18.9,24.4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,True
2012-06-25,6,2012,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,234,432","3,045,291","189,141",5.8,11.0,47900.0,Monday,June,0.0,5.0,13.0,1.0,11.0,13.0,3.0,32.0,35.0,113.0,0.0,0.0,0.0,35.6,19.4,24.4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,True
2012-06-26,6,2012,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,234,432","3,045,291","189,141",5.8,11.0,47900.0,Tuesday,June,0.0,8.0,13.0,0.0,16.0,15.0,0.0,27.0,25.0,104.0,0.0,0.0,0.0,30.6,16.1,18.3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,True
2012-06-27,6,2012,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,234,432","3,045,291","189,141",5.8,11.0,47900.0,Wednesday,June,0.0,3.0,8.0,0.0,9.0,10.0,0.0,32.0,43.0,105.0,0.0,0.0,0.0,27.8,17.8,20.6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,,True
2012-06-28,6,2012,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,234,432","3,045,291","189,141",5.8,11.0,47900.0,Thursday,June,0.0,10.0,5.0,0.0,7.0,11.0,1.0,16.0,31.0,81.0,0.0,0.0,0.0,31.7,18.3,25.6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,True
2012-06-29,6,2012,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,234,432","3,045,291","189,141",5.8,11.0,47900.0,Friday,June,1.0,4.0,14.0,0.0,9.0,14.0,0.0,25.0,30.0,97.0,0.0,0.0,0.0,34.4,25.0,28.3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,True
2012-06-30,6,2012,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,234,432","3,045,291","189,141",5.8,11.0,47900.0,Saturday,June,0.0,6.0,7.0,0.0,7.0,12.0,1.0,35.0,35.0,103.0,16.5,0.0,0.0,39.4,21.1,25.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,True
2012-07-01,7,2012,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,237,461","3,049,138","188,323",5.8,11.0,47900.0,Sunday,July,0.0,6.0,13.0,0.0,10.0,17.0,2.0,32.0,35.0,115.0,0.0,0.0,0.0,35.0,23.9,29.4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,True
2012-07-02,7,2012,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,237,461","3,049,138","188,323",5.8,11.0,47900.0,Monday,July,0.0,4.0,8.0,0.0,7.0,8.0,0.0,16.0,36.0,79.0,0.0,0.0,0.0,35.0,23.9,,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,True
2012-07-03,7,2012,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,237,461","3,049,138","188,323",5.8,11.0,47900.0,Tuesday,July,0.0,6.0,18.0,0.0,6.0,5.0,2.0,29.0,37.0,103.0,0.0,0.0,0.0,35.0,23.9,,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,True
2012-07-04,7,2012,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,237,461","3,049,138","188,323",5.8,11.0,47900.0,Wednesday,July,0.0,7.0,8.0,1.0,10.0,17.0,2.0,19.0,26.0,90.0,3.0,0.0,0.0,34.4,22.2,23.9,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,Independence Day,False
2012-07-05,7,2012,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,237,461","3,049,138","188,323",5.8,11.0,47900.0,Thursday,July,0.0,14.0,12.0,1.0,6.0,11.0,1.0,32.0,34.0,111.0,0.0,0.0,0.0,36.7,23.9,29.4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,True
2012-07-06,7,2012,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,237,461","3,049,138","188,323",5.8,11.0,47900.0,Friday,July,0.0,2.0,12.0,0.0,11.0,7.0,2.0,33.0,45.0,112.0,0.0,0.0,0.0,37.2,23.3,29.4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,True
2012-07-07,7,2012,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,237,461","3,049,138","188,323",5.8,11.0,47900.0,Saturday,July,0.0,7.0,12.0,2.0,10.0,16.0,2.0,34.0,30.0,113.0,0.0,0.0,0.0,37.8,27.2,30.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,True
2012-07-08,7,2012,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,237,461","3,049,138","188,323",5.8,11.0,47900.0,Sunday,July,0.0,11.0,3.0,1.0,15.0,9.0,0.0,19.0,19.0,77.0,0.0,0.0,0.0,40.0,28.3,31.7,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,True
2012-07-09,7,2012,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,237,461","3,049,138","188,323",5.8,11.0,47900.0,Monday,July,0.0,8.0,10.0,0.0,11.0,11.0,0.0,26.0,33.0,99.0,10.2,0.0,0.0,40.0,22.2,22.8,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,True
2012-07-10,7,2012,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,237,461","3,049,138","188,323",5.8,11.0,47900.0,Tuesday,July,0.0,6.0,6.0,0.0,7.0,8.0,1.0,19.0,41.0,88.0,0.0,0.0,0.0,30.6,22.2,25.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,True
2012-07-11,7,2012,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,237,461","3,049,138","188,323",5.8,11.0,47900.0,Wednesday,July,0.0,9.0,12.0,0.0,7.0,10.0,0.0,25.0,35.0,98.0,12.7,0.0,0.0,33.3,20.6,22.8,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,True
2012-07-12,7,2012,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,237,461","3,049,138","188,323",5.8,11.0,47900.0,Thursday,July,0.0,5.0,12.0,0.0,13.0,5.0,3.0,31.0,37.0,106.0,0.0,0.0,0.0,31.7,19.4,21.7,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,True
2012-07-13,7,2012,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,237,461","3,049,138","188,323",5.8,11.0,47900.0,Friday,July,0.0,4.0,11.0,0.0,6.0,19.0,1.0,35.0,38.0,114.0,0.0,0.0,0.0,31.7,21.7,23.3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,True
2012-07-14,7,2012,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,237,461","3,049,138","188,323",5.8,11.0,47900.0,Saturday,July,0.0,9.0,7.0,0.0,3.0,14.0,0.0,39.0,27.0,99.0,1.8,0.0,0.0,32.2,20.0,20.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,True
2012-07-15,7,2012,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,237,461","3,049,138","188,323",5.8,11.0,47900.0,Sunday,July,0.0,8.0,4.0,0.0,5.0,12.0,1.0,44.0,33.0,107.0,2.5,0.0,0.0,31.1,20.0,26.1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,True
2012-07-16,7,2012,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,237,461","3,049,138","188,323",5.8,11.0,47900.0,Monday,July,0.0,9.0,12.0,0.0,6.0,17.0,1.0,34.0,37.0,116.0,1.3,0.0,0.0,35.0,23.3,26.7,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,True
2012-07-17,7,2012,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,237,461","3,049,138","188,323",5.8,11.0,47900.0,Tuesday,July,0.0,10.0,8.0,0.0,7.0,8.0,0.0,24.0,42.0,99.0,0.0,0.0,0.0,35.0,23.3,27.2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,True
2012-07-18,7,2012,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,237,461","3,049,138","188,323",5.8,11.0,47900.0,Wednesday,July,0.0,3.0,16.0,0.0,9.0,11.0,2.0,44.0,35.0,120.0,0.0,0.0,0.0,37.8,26.1,28.9,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,True
2012-07-19,7,2012,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,237,461","3,049,138","188,323",5.8,11.0,47900.0,Thursday,July,1.0,10.0,12.0,1.0,15.0,11.0,2.0,29.0,44.0,125.0,12.7,0.0,0.0,39.4,23.3,27.2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,True
2012-07-20,7,2012,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,237,461","3,049,138","188,323",5.8,11.0,47900.0,Friday,July,0.0,11.0,20.0,0.0,5.0,9.0,0.0,44.0,33.0,122.0,28.7,0.0,0.0,35.0,22.8,23.3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,True
2012-07-21,7,2012,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,237,461","3,049,138","188,323",5.8,11.0,47900.0,Saturday,July,1.0,4.0,10.0,0.0,12.0,16.0,2.0,41.0,27.0,113.0,8.9,0.0,0.0,26.7,18.3,18.9,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,True
2012-07-22,7,2012,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,237,461","3,049,138","188,323",5.8,11.0,47900.0,Sunday,July,0.0,6.0,8.0,0.0,10.0,14.0,0.0,28.0,42.0,108.0,4.6,0.0,0.0,21.1,18.9,21.1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,True
2012-07-23,7,2012,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,237,461","3,049,138","188,323",5.8,11.0,47900.0,Monday,July,0.0,3.0,14.0,0.0,11.0,14.0,0.0,28.0,38.0,108.0,0.0,0.0,0.0,28.9,21.1,25.6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,True
2012-07-24,7,2012,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,237,461","3,049,138","188,323",5.8,11.0,47900.0,Tuesday,July,0.0,6.0,11.0,0.0,14.0,14.0,0.0,35.0,34.0,114.0,0.0,0.0,0.0,31.1,23.3,26.7,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,True
2012-07-25,7,2012,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,237,461","3,049,138","188,323",5.8,11.0,47900.0,Wednesday,July,0.0,3.0,13.0,0.0,13.0,11.0,0.0,30.0,38.0,108.0,0.0,0.0,0.0,32.2,20.6,23.3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,True
2012-07-26,7,2012,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,237,461","3,049,138","188,323",5.8,11.0,47900.0,Thursday,July,0.0,6.0,9.0,1.0,7.0,11.0,0.0,28.0,32.0,94.0,0.0,0.0,0.0,31.7,21.7,25.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,True
2012-07-27,7,2012,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,237,461","3,049,138","188,323",5.8,11.0,47900.0,Friday,July,1.0,6.0,4.0,1.0,13.0,12.0,0.0,27.0,41.0,105.0,0.0,0.0,0.0,36.7,23.3,27.2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,True
2012-07-28,7,2012,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,237,461","3,049,138","188,323",5.8,11.0,47900.0,Saturday,July,0.0,10.0,13.0,0.0,5.0,11.0,1.0,29.0,29.0,98.0,0.0,0.0,0.0,33.3,22.8,27.2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,True
2012-07-29,7,2012,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,237,461","3,049,138","188,323",5.8,11.0,47900.0,Sunday,July,0.0,7.0,6.0,0.0,10.0,12.0,2.0,28.0,30.0,95.0,0.8,0.0,0.0,34.4,21.7,24.4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,True
2012-07-30,7,2012,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,237,461","3,049,138","188,323",5.8,11.0,47900.0,Monday,July,0.0,7.0,19.0,0.0,11.0,13.0,1.0,19.0,31.0,101.0,0.0,0.0,0.0,32.2,21.1,26.1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,True
2012-07-31,7,2012,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,237,461","3,049,138","188,323",5.8,11.0,47900.0,Tuesday,July,0.0,12.0,8.0,0.0,14.0,7.0,0.0,34.0,36.0,111.0,0.0,0.0,0.0,32.2,22.2,24.4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,True
2012-08-01,8,2012,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,241,943","3,056,203","185,740",5.7,11.0,47900.0,Wednesday,August,0.0,9.0,9.0,0.0,5.0,11.0,1.0,25.0,45.0,105.0,2.0,0.0,0.0,31.7,22.2,23.3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,,True
2012-08-02,8,2012,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,241,943","3,056,203","185,740",5.7,11.0,47900.0,Thursday,August,0.0,8.0,10.0,0.0,13.0,12.0,0.0,26.0,41.0,110.0,0.0,0.0,0.0,33.3,21.7,25.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,True
2012-08-03,8,2012,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,241,943","3,056,203","185,740",5.7,11.0,47900.0,Friday,August,0.0,6.0,11.0,0.0,8.0,10.0,1.0,26.0,41.0,103.0,0.0,0.0,0.0,34.4,22.8,25.6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,True
